view,part,date,old_name,new_name,class_id,new_id,train,train_idx_aligned
left,,Nov2010,1411_Finean 2 leftside_Nov2010.jpg,746.jpg,115,17,True,12
left,,Oct2010,4030_Taylor left_Oct2010.jpg,747.jpg,207,108,True,83
left,,11Mar2016,3045_Morgana I left side_11Mar2016.jpg,748.jpg,61,388,True,312
right,,2Jan2015,2944_Miles right side_2Jan2015.jpg,749.jpg,408,259,True,208
left,,2014,2241_Khysie I left head_2014.jpg,750.jpg,24,135,False,-1
left,,14Nov2014,492_Barrymore left_14Nov2014.jpg,751.jpg,145,49,True,34
left,,Jan2011,4265_Viola I leftside_Jan2011.jpg,752.jpg,62,389,True,313
left,,10Sep2015,3766_Sasha IV left side_10Sep2015.jpg,754.jpg,120,23,False,-1
left,,Dec2008,1051_Delta I left side_Dec2008.jpg,755.jpg,197,97,False,-1
left,,Sep2004,565_Beta I left_Sep2004.jpg,757.jpg,209,110,True,85
left,,25Sep2016,5061_Ibrahim left head_25Sep2016.jpg,759.jpg,119,21,True,16
right,,Jan2010,3414_Phaedra IV right side_Jan2010.jpg,760.jpg,549,380,True,305
left,,May2011,3439_Pia II leftside_May2011.jpg,761.jpg,65,391,False,-1
left,,Jul2008,3062_Moses 2 left side_Jul2008.jpg,762.jpg,108,10,True,8
right,,May2008,1775_Hortense right II 2_May2008.jpg,763.jpg,471,314,True,256
left,,Jan2011,3552_Raisa II leftside_Jan2011.jpg,764.jpg,191,92,True,69
right,,18Sep2015,2602_Maddy I right_18Sep2015.jpg,765.jpg,444,287,False,-1
left,,15April2015,1578_Gonya VI left_15April2015.jpg,766.jpg,80,405,True,326
left,,Dec2006,2164_Kepler left side_Dec2006.jpg,768.jpg,157,60,True,43
left,,10Sep2015,1319_Etta III left side_10Sep2015.jpg,769.jpg,0,0,True,0
left,,Jun2008,2792_Maureena I left side_Jun2008.jpg,770.jpg,71,398,True,320
left,,Apr2009,843_Chloe II left head_Apr2009.jpg,771.jpg,190,91,True,68
left,,2Nov2015,435_Aurora II left side_2Nov2015.jpg,772.jpg,210,112,True,87
left,,May2011,3883_Soukou IV leftside_May2011.jpg,773.jpg,55,381,False,-1
right,,14Nov2014,4428_Inessa I right head_14Nov2014.jpg,774.jpg,317,189,True,145
right,,9Jan2015,1909_Jamila III right side_9Jan2015.jpg,775.jpg,400,252,True,201
left,,Aug2006,1365_Fadoul left head_Aug2006.jpg,776.jpg,165,68,True,50
right,,Dec2004,1613_Grover right side_Dec2004.jpg,777.jpg,368,221,True,174
left,,Aug2006,1396_Fern I left_Aug2006.jpg,778.jpg,241,137,True,108
left,,8Aug2016,42_Adar left head_8Aug2016.jpg,779.jpg,122,25,False,-1
left,,Nov2010,3886_Sourou I left_Nov2010.jpg,780.jpg,45,293,False,-1
right,,10Jan2015,264_Anemone I right side_10Jan2015.jpg,781.jpg,480,322,True,264
left,,Jan2009,5043_Gula left_Jan2009.jpg,782.jpg,106,8,True,7
right,,Mar2003,1436_Franco right_Mar2003.jpg,783.jpg,366,219,True,172
right,,Dec2010,638_Bouba I rightside_Dec2010.jpg,785.jpg,472,315,True,257
right,,Nov2010,736_Carissa I rightside_Nov2010.jpg,786.jpg,453,297,True,241
left,,Dec2004,1909_Jamila III left_Dec2004.jpg,787.jpg,124,27,False,-1
right,,Dec2002,1186_Echo I rightside_Dec2002.jpg,788.jpg,304,182,False,-1
left,,13Nov2015,3055_Morna III left side_13Nov2015.jpg,790.jpg,68,394,True,316
right,,Jan2010,1319_Etta III right side_Jan2010.jpg,791.jpg,276,160,True,127
right,,26Oct2015,3428_Phyllis II right side_26Oct2015.jpg,792.jpg,496,336,True,275
left,,29Jan2015,1867_Ishmael left_29Jan2015.jpg,793.jpg,98,420,False,-1
left,,Oct2004,1595_Greta I left 2_Oct2004.jpg,794.jpg,75,399,True,321
right,,May2010,264_Anemone I right side_May2010.jpg,795.jpg,480,322,True,264
right,,May2010,2022_Joya right_May2010.jpg,797.jpg,330,197,True,152
right,,Feb2008,579_BHE II right side_Feb2008.jpg,798.jpg,399,251,True,200
left,,Dec2003,565_Beta I left_Dec2003.jpg,800.jpg,209,110,True,85
right,,22Sep2015,1876_Ita I right head_22Sep2015.jpg,801.jpg,464,307,True,250
left,,May2004,2991_Miss L left_May2004.jpg,802.jpg,187,88,True,66
left,,May2010,183_Alvah II left side_May2010.jpg,803.jpg,56,383,True,307
left,,Oct2006,1868_Ismene I left side_Oct2006.jpg,804.jpg,175,76,True,57
right,,Sep2003,134_Alicia I right 2_Sep2003.jpg,805.jpg,515,350,False,-1
right,,May2011,1997_Joel right_May2011.jpg,808.jpg,377,231,False,-1
right,,7Mar2015,1002_Cynthia right head_7Mar2015.jpg,810.jpg,340,205,True,158
right,,Aug2006,2655_Malcolm right side_Aug2006.jpg,811.jpg,392,244,True,194
left,,Apr2009,569_Bette II left_Apr2009.jpg,812.jpg,48,321,True,263
left,,Jan2010,1319_Etta III left side_Jan2010.jpg,813.jpg,0,0,True,0
right,,JUl2008,3062_Moses right side_JUl2008.jpg,814.jpg,384,236,True,186
left,,29Jul2016,3999_Talia I left side_29Jul2016.jpg,815.jpg,201,103,True,78
left,,4Apr2016,2559_Lucrece I left side_4Apr2016.jpg,816.jpg,3,177,True,137
left,,Jan 2011,5160_Perrin left_Jan 2011.jpg,817.jpg,149,51,True,36
left,,Aug2004,3329_Paloma I left_Aug2004.jpg,818.jpg,262,151,False,-1
right,,May2010,183_Alvah I right side_May2010.jpg,819.jpg,332,199,True,154
left,,Aug2008,3470_Pom left_Aug2008.jpg,820.jpg,97,419,True,335
right,,Dec2009,1229_Elma II right side_Dec2009.jpg,821.jpg,393,245,True,195
right,,15Oct2015,5252_Zev right side_15Oct2015.jpg,822.jpg,428,276,True,224
right,,Feb2008,1214_Eldridge right side_Feb2008.jpg,823.jpg,369,222,False,-1
left,,Dec2010,1997_Joel leftside_Dec2010.jpg,824.jpg,101,3,True,2
left,,Feb2011,2670_Manu leftside_Feb2011.jpg,825.jpg,134,37,False,-1
left,,Feb2003,1613_Grover left_Feb2003.jpg,826.jpg,92,414,False,-1
left,,Feb2010,654_Brice left side_Feb2010.jpg,827.jpg,112,15,False,-1
right,,Apr2009,1356_Fabula I right_Apr2009.jpg,828.jpg,533,367,False,-1
left,,29Jan2015,276_Basil left side_29Jan2015.jpg,829.jpg,95,417,True,334
right,,Jan2011,5778_Jamie rightside_Jan2011.jpg,830.jpg,411,263,True,212
left,,Jan2010,3746_Sappho II left_Jan2010.jpg,831.jpg,107,9,False,-1
right,,20Jul2015,565_Beta I right side_20Jul2015.jpg,833.jpg,485,326,True,267
right,,31Aug2015,311_Anise I right side_31Aug2015.jpg,834.jpg,475,317,True,259
right,,May2011,3441_Pia II(II) right_May2011.jpg,835.jpg,348,209,True,162
left,,Apr2011,1450_Freddy left_Apr2011.jpg,838.jpg,154,57,True,40
left,,15Jan2016,3550_Raisa I left head_15Jan2016.jpg,839.jpg,42,270,True,218
right,,Feb2003,3012_Mokoko right_Feb2003.jpg,840.jpg,365,218,True,171
left,,18Oct2016,1890_Jackson left head_18Oct2016.jpg,841.jpg,114,16,True,11
right,,27Dec2014,373_Ariel II right head_27Dec2014.jpg,842.jpg,457,300,True,243
left,,27 Dec2014,373_Ariel II left head_27 Dec2014.jpg,843.jpg,181,83,True,62
right,,Nov2003,3898_STE I right 2_Nov2003.jpg,844.jpg,476,318,True,260
left,,Jul2008,3062_Moses left side_Jul2008.jpg,845.jpg,108,10,True,8
left,,Jan2010,2670_Manu left side_Jan2010.jpg,846.jpg,134,37,False,-1
right,,14Aug2015,1396_Fern I right side_14Aug2015.jpg,848.jpg,517,352,True,282
right,,9Nov2015,102_Ailanthie II right side_9Nov2015.jpg,849.jpg,490,331,True,271
left,,1Nov2015,4031_Teardrop I left side_1Nov2015.jpg,850.jpg,16,62,False,-1
right,,Feb2003,2281_Koffi right_Feb2003.jpg,851.jpg,367,220,True,173
right,,Jan2010,24_7th Tuskless III right side_Jan2010.jpg,853.jpg,495,335,True,274
right,,24Aug2015,3045_Morgana I right side_24Aug2015.jpg,854.jpg,337,202,False,-1
left,,3Feb2015,2122_Kairos I left head_3Feb2015.jpg,856.jpg,19,90,False,-1
right,,13Nov2015,3470_Pom right side_13Nov2015.jpg,857.jpg,373,227,True,179
left,,Oct2002,2578_Luna I left head_Oct2002.jpg,858.jpg,176,77,False,-1
left,,Nov2010,1673_Halo I leftside_Nov2010.jpg,859.jpg,167,69,False,-1
left,,Feb2008,923_Conrad left side_Feb2008.jpg,860.jpg,139,42,False,-1
left,,Apr2008,568_Bette I left side_Apr2008.jpg,861.jpg,27,156,False,-1
left,,May2010,3439_Pia II leftside_May2010.jpg,862.jpg,65,391,False,-1
left,,Jan2006,1214_Eldridge left_Jan2006.jpg,863.jpg,93,415,True,332
left,,Oct2004,4030_Taylor I left side_Oct2004.jpg,865.jpg,207,108,True,83
left,,May2008,1775_Hortense II left_May2008.jpg,866.jpg,195,95,True,72
left,,Feb2003,1051_Delta I left_Feb2003.jpg,867.jpg,197,97,False,-1
left,,Nov2008,565_Beta I left side_Nov2008.jpg,868.jpg,209,110,True,85
right,,Nov2003,429_Augustine I right_Nov2003.jpg,869.jpg,528,362,False,-1
left,,Nov2008,3756_Sasha I left head_Nov2008.jpg,870.jpg,51,347,True,280
left,,Nov2008,35_Malak left side_Nov2008.jpg,871.jpg,100,2,True,1
right,,Nov2010,1234_Elodie II right_Nov2010.jpg,872.jpg,349,210,True,163
right,,12Apr2016,629_Bono right head_12Apr2016.jpg,873.jpg,386,238,True,188
left,,,2367_Laverne I left side.jpg,874.jpg,18,81,True,60
left,,Jul2009,977_Triple Bite left side_Jul2009.jpg,875.jpg,102,4,True,3
right,,Feb2011 ,373_Ariel II right head_Feb2011 .jpg,876.jpg,457,300,True,243
right,,Apr2011,992_Cybele I right_Apr2011.jpg,880.jpg,461,304,True,247
left,,Jan2011,2670_Manu left_Jan2011.jpg,882.jpg,134,37,False,-1
right,,21Dec2014,4115_Tyrone right_21Dec2014.jpg,883.jpg,419,269,False,-1
left,,Dec2004,770_Caught I left 2_Dec2004.jpg,884.jpg,179,80,True,59
left,,Oct2010,638_Bouba I left head_Oct2010.jpg,885.jpg,196,96,False,-1
left,,Aug2009,3550_Raisa I left_Aug2009.jpg,889.jpg,42,270,True,218
right,,Dec2010,193_Alvin  right side_Dec2010.jpg,890.jpg,422,273,True,221
left,,19Jan2016,4099_Thetis I left side_19Jan2016.jpg,891.jpg,238,133,True,105
right,,Jan2010,619_Bona I right head_Jan2010.jpg,892.jpg,531,366,False,-1
left,,7Apr2015,818_Chelsea II left head_7Apr2015.jpg,894.jpg,2,100,True,75
left,,23JUl2016,1293_Equinox VI left_23JUl2016.jpg,895.jpg,7,396,True,318
left,,Sep2010,3061_Morton left side_Sep2010.jpg,896.jpg,125,28,False,-1
right,,Jan2007,1536_Gibor right_Jan2007.jpg,898.jpg,420,271,True,219
right,,Sep2003,3766_Sasha IV right_Sep2003.jpg,900.jpg,396,248,True,197
right,,Dec2004,2674_Maralla I right side_Dec2004.jpg,901.jpg,342,206,True,159
left,,Oct2010,3886_Sourou I left side_Oct2010.jpg,902.jpg,45,293,False,-1
left,,10Jan2015,264_Anemone I left head_10Jan2015.jpg,903.jpg,204,106,True,81
left,,Mar2003,1975_Jill I left 2_Mar2003.jpg,904.jpg,213,115,True,90
right,,14Nov2014,4428_Inessa I right side_14Nov2014.jpg,905.jpg,317,189,True,145
right,,Dec2010,3766_Sasha IV right_Dec2010.jpg,906.jpg,396,248,True,197
right,,Oct2010,638_Bouba I right_Oct2010.jpg,908.jpg,472,315,True,257
left,,14Nov2014,4330_Yetta I left_14Nov2014.jpg,909.jpg,235,131,True,103
left,,Aug2009,3061_Morton left side_Aug2009.jpg,910.jpg,125,28,False,-1
left,,22Jan2016,2655_Malcolm left side_22Jan2016.jpg,911.jpg,116,18,True,13
right,,Sep2010,2281_Koffi right musth_Sep2010.jpg,912.jpg,367,220,True,173
left,,Sep2009,1638_Gustava 2 left side_Sep2009.jpg,913.jpg,52,355,True,285
right,,Mar2010,2559_Lucrece I right_Mar2010.jpg,914.jpg,279,163,True,129
left,,Feb2011,2944_Miles leftside_Feb2011.jpg,915.jpg,132,35,False,-1
left,,May2010,3427_Phyllis I leftside_May2010.jpg,916.jpg,174,75,True,56
right,,29Apr2016,1775_Hortense II right head_29Apr2016.jpg,917.jpg,471,314,True,256
left,,4Aug2015,4729_Engracia I left head_4Aug2015.jpg,918.jpg,69,395,True,317
left,,Oct2004,276_Basil left side_Oct2004.jpg,919.jpg,95,417,True,334
right,,Dec2010,3329_Paloma I rightside_Dec2010.jpg,921.jpg,538,371,True,297
left,,May2003,3756_Sasha I left 2_May2003.jpg,922.jpg,51,347,True,280
right,,Dec2004,5061_Ibrahim right head 2_Dec2004.jpg,924.jpg,395,247,True,196
left,,Sep2010,3372_Penelope I left side_Sep2010.jpg,925.jpg,217,118,True,92
left,,Oct2010,3252_Oko I left_Oct2010.jpg,926.jpg,10,1,False,-1
right,,4Feb2016,5778_Jamie right side_4Feb2016.jpg,928.jpg,411,263,True,212
right,,May2011,52_Aethra I right side_May2011.jpg,929.jpg,462,305,True,248
right,,Jan2008,1469_Gabin right side_Jan2008.jpg,930.jpg,417,268,True,217
left,,4Feb2016,5778_Jamie left side_4Feb2016.jpg,931.jpg,135,38,True,25
left,,25Feb2016,736_Carissa I left head_25Feb2016.jpg,932.jpg,177,78,True,58
left,,Jan2006,1214_Eldridge left side_Jan2006.jpg,933.jpg,93,415,True,332
left,,16Jan2015,1566_Gomorrah II left head_16Jan2015.jpg,934.jpg,36,214,True,167
right,,Jun2006,4345_Zandra I right_Jun2006.jpg,935.jpg,505,343,True,278
left,,17Aug2015,2681_Maren left side_17Aug2015.jpg,936.jpg,158,61,True,44
left,,Jan2011,4109_Tibbie I leftside_Jan2011.jpg,937.jpg,32,191,True,147
left,,25Sep2016,5061_Ibrahim left side_25Sep2016.jpg,938.jpg,119,21,True,16
left,,Nov2010,4428_Inessa I leftside_Nov2010.jpg,939.jpg,41,261,True,210
right,,Dec2008,4246_Vicky II right head_Dec2008.jpg,940.jpg,500,341,False,-1
left,head,Dec2010,1997_Joel lefthead_Dec2010.jpg,941.jpg,101,3,True,2
right,,2Mar2015,379_Ariel IV right side_2Mar2015.jpg,942.jpg,551,382,True,306
left,,25June2016,459_Azora I left side_25June2016.jpg,943.jpg,8,404,False,-1
right,,Feb2008,1214_Eldridge right head_Feb2008.jpg,944.jpg,369,222,False,-1
right,,Dec2004,3999_Talia I right_Dec2004.jpg,946.jpg,477,319,True,261
left,,Apr2003,992_Cybele I left_Apr2003.jpg,947.jpg,185,86,True,64
right,,Sep2003,2578_Luna I right 2_Sep2003.jpg,948.jpg,452,296,True,240
right,,Feb2010,3809_Sharif 3 right_Feb2010.jpg,949.jpg,364,217,True,170
right,,9Nov2016,4339_Ysole I right side_9Nov2016.jpg,951.jpg,296,174,True,135
left,,May2008,2779_Matoma I left side_May2008.jpg,952.jpg,240,136,True,107
right,,13Nov2015,3470_Pom right head_13Nov2015.jpg,953.jpg,373,227,True,179
right,,Dec2010,2380_Lazarus right_Dec2010.jpg,955.jpg,414,265,True,214
left,,May2006,1772_Hortense I leftside_May2006.jpg,956.jpg,178,79,False,-1
right,,12Apr2016,629_Bono right side_12Apr2016.jpg,957.jpg,386,238,True,188
right,,Jun2008,1876_Ita I right side_Jun2008.jpg,958.jpg,464,307,True,250
left,,Dec2002,637_Bottom left_Dec2002.jpg,959.jpg,96,418,False,-1
left,,Sep2004,2723_Marlena I left_Sep2004.jpg,960.jpg,25,141,True,112
left,,Nov2010,818_Chelsea II leftside_Nov2010.jpg,961.jpg,2,100,True,75
right,,18Nov2015,3809_Sharif right side_18Nov2015.jpg,962.jpg,364,217,True,170
right,,27Dec2014,373_Ariel II right side_27Dec2014.jpg,963.jpg,457,300,True,243
left,,18Oct2016,1890_Jackson left side_18Oct2016.jpg,964.jpg,114,16,True,11
left,,Nov2006,90_Aida II left side_Nov2006.jpg,965.jpg,87,408,False,-1
right,,May2004,1450_Freddy right_May2004.jpg,966.jpg,430,277,True,225
right,,Jun2009,736_Carissa I right side_Jun2009.jpg,967.jpg,453,297,True,241
left,,Apr2009,102_Ailanthie II left_Apr2009.jpg,968.jpg,214,116,False,-1
right,,Sep2004,977_Triple Bite right_Sep2004.jpg,969.jpg,378,232,False,-1
right,,Dec2002,4169_Twyla I right 2_Dec2002.jpg,970.jpg,447,290,True,235
left,,Jan2010,1411_Finean left side_Jan2010.jpg,972.jpg,115,17,True,12
right,,29Jan2015,276_Basil right side_29Jan2015.jpg,973.jpg,371,225,True,177
right,,24Aug2015,3045_Morgana I right head_24Aug2015.jpg,974.jpg,337,202,False,-1
left,,Dec2009,3012_Mokoko 2 left side_Dec2009.jpg,976.jpg,89,410,False,-1
left,,10Jan2015,3134_Nath left head_10Jan2015.jpg,977.jpg,105,7,True,6
left,,Jul2009,1465_Gabbie I left side_Jul2009.jpg,978.jpg,13,33,False,-1
right,,2Jan2015,3898_STE I right head_2Jan2015.jpg,979.jpg,476,318,True,260
left,,25Dec2014,4345_Zandra I left head_25Dec2014.jpg,980.jpg,229,128,True,100
left,,Dec2006,2164_Kepler left head_Dec2006.jpg,981.jpg,157,60,True,43
left,,Apr2009,1868_Ismene I left side 2_Apr2009.jpg,982.jpg,175,76,True,57
right,,Jul2009,565_Beta I right_Jul2009.jpg,983.jpg,485,326,True,267
left,,28Jul2015,28_Aaron left side_28Jul2015.jpg,984.jpg,161,64,True,46
left,,Sep2009,770_Caught left side I_Sep2009.jpg,985.jpg,179,80,True,59
left,,Apr2009,843_Chloe II left side_Apr2009.jpg,986.jpg,190,91,True,68
right,,20Nov2015,569_Bette II right head_20Nov2015.jpg,987.jpg,324,193,True,149
right,,27Jan2015,3012_Mokoko right_27Jan2015.jpg,988.jpg,365,218,True,171
left,,7Oct2016,1437_Frankie left side_7Oct2016.jpg,990.jpg,153,56,True,39
right,,May2010,3248_Ofra I right side_May2010.jpg,991.jpg,537,370,True,296
left,,Mar2003,3427_Phyllis I left_Mar2003.jpg,992.jpg,174,75,True,56
left,,Jan2010,923_Conrad left_Jan2010.jpg,993.jpg,139,42,False,-1
left,,Mar2003,160_Halifa II left_Mar2003.jpg,995.jpg,173,74,True,55
left,,10Jan2015,264_Anemone I left head 2_10Jan2015.jpg,996.jpg,204,106,True,81
right,,May2011,568_Bette I rightside_May2011.jpg,998.jpg,303,181,False,-1
left,,Nov2010,619_Bona I leftside_Nov2010.jpg,999.jpg,255,145,True,115
right,,Sep2004,2353_Latona I right 2_Sep2004.jpg,1000.jpg,470,313,False,-1
left,,Oct2010,3061_Morton left head_Oct2010.jpg,1001.jpg,125,28,False,-1
right,head,Dec2010,638_Bouba I righthead_Dec2010.jpg,1003.jpg,472,315,True,257
right,,May2009,1019_Dana III right_May2009.jpg,1004.jpg,499,338,True,276
left,,18Jul2015,15_4th Tuskless VI left side_18Jul2015.jpg,1005.jpg,202,104,True,79
right,,Aug2004,3012_Mokoko right 2_Aug2004.jpg,1006.jpg,365,218,True,171
left,,29Jul2016,3999_Talia I left head_29Jul2016.jpg,1007.jpg,201,103,True,78
left,,Dec2010,276_Basil leftside_Dec2010.jpg,1008.jpg,95,417,True,334
left,,Apr2008,1638_Gustava I left_Apr2008.jpg,1009.jpg,52,355,True,285
right,,17Sep2015,1356_Fabula I right side_17Sep2015.jpg,1010.jpg,533,367,False,-1
right,,Nov2009,4254_Vicky IV right_Nov2009.jpg,1011.jpg,361,216,True,169
right,,Nov2010,28_Aaron right side_Nov2010.jpg,1012.jpg,437,282,True,229
left,,Oct2010,1248_Emma I left side_Oct2010.jpg,1015.jpg,70,397,True,319
right,,15Oct2015,5252_Zev right head_15Oct2015.jpg,1016.jpg,428,276,True,224
right,,Dec2004,647_Boz 2 right side_Dec2004.jpg,1018.jpg,375,229,True,181
left,,13Oct2016,1909_Jamila III left side_13Oct2016.jpg,1019.jpg,124,27,False,-1
left,,Apr2003,4031_Teardrop I left 2_Apr2003.jpg,1020.jpg,16,62,False,-1
right,,25Feb2016,5061_Ibrahim right side_25Feb2016.jpg,1021.jpg,395,247,True,196
right,,Sep2009,2764_Masha I right head_Sep2009.jpg,1023.jpg,510,348,False,-1
right,,Feb2010,3470_Pom right side_Feb2010.jpg,1024.jpg,373,227,True,179
left,,Jun2008,1997_Joel left side_Jun2008.jpg,1025.jpg,101,3,True,2
right,,3Feb2015,1888_Jackie II right side_3Feb2015.jpg,1026.jpg,385,237,True,187
left,,Dec2004,3999_Talia I left_Dec2004.jpg,1027.jpg,201,103,True,78
left,,Dec2008,2671_Mar I left side_Dec2008.jpg,1029.jpg,12,22,True,17
left,,16Jan2016,311_Anise I left side_16Jan2016.jpg,1030.jpg,199,99,True,74
right,,May2003,866_Clarice I right_May2003.jpg,1031.jpg,535,369,True,295
right,,Jan2009,1009_Cyrille I right side_Jan2009.jpg,1032.jpg,458,301,True,244
left,,24Aug2016,3061_Morton left side_24Aug2016.jpg,1033.jpg,125,28,False,-1
right,,Aug 2006,15_4th Tuskless VI right side_Aug 2006.jpg,1035.jpg,478,320,True,262
right,,May2011,569_Bette II rightside_May2011.jpg,1036.jpg,324,193,True,149
left,,Dec2008,2841_Medina IIa left side_Dec2008.jpg,1037.jpg,227,126,False,-1
left,,16Feb2016,1465_Gabbie I left head_16Feb2016.jpg,1038.jpg,13,33,False,-1
right,,Dec2009,2022_Joya I right side_Dec2009.jpg,1039.jpg,330,197,True,152
right,,Dec2010,1890_Jackson rightside_Dec2010.jpg,1040.jpg,390,242,True,192
left,,Oct2010,3412_Phaedra II left_Oct2010.jpg,1041.jpg,128,31,True,22
left,,27Jan2015,4109_Tibbie I left side_27Jan2015.jpg,1042.jpg,32,191,True,147
right,,4Aug2015,4729_Engracia I right head_4Aug2015.jpg,1043.jpg,345,207,True,160
left,,Oct2004,3412_Phaedra II left_Oct2004.jpg,1044.jpg,128,31,True,22
left,,Apr2011,669_Britt I leftside_Apr2011.jpg,1045.jpg,184,85,True,63
right,,Jul2008,1997_Joel 2 right_Jul2008.jpg,1046.jpg,377,231,False,-1
left,,May2003,101_Ailanthie I left_May2003.jpg,1047.jpg,237,132,True,104
right,,May2010,4249_Vicky III right side_May2010.jpg,1048.jpg,333,200,False,-1
left,,13Nov2015,3470_Pom left side_13Nov2015.jpg,1049.jpg,97,419,True,335
left,,May2010,3428_Phyllis II left_May2010.jpg,1052.jpg,220,121,True,95
left,,19Jul2015,3387_Pepa I left side_19Jul2015.jpg,1053.jpg,225,124,True,98
right,,Dec2004,251_Anatole right_Dec2004.jpg,1054.jpg,413,264,True,213
left,,May2010,1186_Echo I leftside_May2010.jpg,1055.jpg,28,164,True,130
left,,Feb2008,1223_Eli left ear_Feb2008.jpg,1056.jpg,148,50,True,35
left,,Mar2009 ,3412_Phaedra II left side_Mar2009 .jpg,1057.jpg,128,31,True,22
left,,18Apr2016,5901_Walker  2 left side_18Apr2016.jpg,1058.jpg,155,58,True,41
left,,Feb2008,2675_Maralla II left side_Feb2008.jpg,1060.jpg,30,178,True,138
left,,22Feb2015,2073_June III left side_22Feb2015.jpg,1061.jpg,9,411,True,329
left,,23Oct2015,3883_Soukou IV left_23Oct2015.jpg,1062.jpg,55,381,False,-1
left,,Mar2003,1123_Dorcas I left_Mar2003.jpg,1063.jpg,172,73,True,54
right,,17Jan2016,2164_Kepler right side_17Jan2016.jpg,1064.jpg,433,278,True,226
left,,18Nov2015,3809_Sharif left side_18Nov2015.jpg,1065.jpg,88,409,True,328
left,,13Feb2015,90_Aida II left side_13Feb2015.jpg,1067.jpg,87,408,False,-1
right,,15Oct2015,4829_Juanita III(III) right_15Oct2015.jpg,1068.jpg,322,192,True,148
right,,18Dec2014,923_Conrad right_18Dec2014.jpg,1069.jpg,415,266,True,215
right,,18Jan2016,3366_Pelagia's Mom right_18Jan2016.jpg,1070.jpg,358,213,True,166
right,,Jan2010,923_Conrad right_Jan2010.jpg,1071.jpg,415,266,True,215
right,,Oct2010,1465_Gabbie I right side_Oct2010.jpg,1072.jpg,289,168,True,132
left,,Aug2004,842_Chloe I left_Aug2004.jpg,1073.jpg,243,138,True,109
left,,Sep2010,459_Azora I leftside_Sep2010.jpg,1074.jpg,8,404,False,-1
right,,14Sep2015,1146_Dourou right side_14Sep2015.jpg,1075.jpg,405,257,True,206
right,,10Sep2015,3917_Stephanie II right side_10Sep2015.jpg,1076.jpg,459,302,True,245
right,,Feb2010,269_Anemone III right side_Feb2010.jpg,1078.jpg,527,361,True,291
right,,17Jan2016,3897_Stasny right side_17Jan2016.jpg,1079.jpg,370,224,True,176
right,,Jul2008,1997_Joel right side_Jul2008.jpg,1080.jpg,377,231,False,-1
right,,Oct2009,1146_Dourou right head_Oct2009.jpg,1081.jpg,405,257,True,206
left,,Sep2010,2779_Matoma I leftside_Sep2010.jpg,1082.jpg,240,136,True,107
left,,Jan2011,3409_Petronella I left_Jan2011.jpg,1083.jpg,169,71,True,52
left,,22Feb2015,569_Bette II left side_22Feb2015.jpg,1084.jpg,48,321,True,263
left,,Apr2004,145_Alika I left_Apr2004.jpg,1087.jpg,221,122,True,96
left,,Feb2010,373_Ariel II left head_Feb2010.jpg,1088.jpg,181,83,True,62
right,,7Mar2015,1002_Cynthia right side _7Mar2015.jpg,1089.jpg,340,205,True,158
right,,29Jan2015,3012_Mokoko right_29Jan2015.jpg,1090.jpg,365,218,True,171
right,,May2010,613_Bogota III rightside_May2010.jpg,1091.jpg,319,190,True,146
left,,Nov2010,4729_Engracia I leftside_Nov2010.jpg,1093.jpg,69,395,True,317
left,,Feb2008,2380_Lazarus left side_Feb2008.jpg,1094.jpg,138,41,True,28
left,,Jna2003,3410_Phaedra I left 2_Jna2003.jpg,1095.jpg,198,98,True,73
left,,Dec2002,866_Clarice I left_Dec2002.jpg,1097.jpg,259,149,True,119
left,,17Aug2015,165_Alpha I left_17Aug2015.jpg,1098.jpg,258,148,True,118
right,,Mar2003,160_Halifa II right_Mar2003.jpg,1100.jpg,449,292,True,237
right,,May2009,1229_Elma II right_May2009.jpg,1102.jpg,393,245,True,195
right,,14Dec2014,1035_Danila I right head_14Dec2014.jpg,1103.jpg,523,358,True,288
right,,Jan2003,3999_Talia I right_Jan2003.jpg,1104.jpg,477,319,True,261
left,,Jul2009,565_Beta I left head_Jul2009.jpg,1105.jpg,209,110,True,85
left,,9Sep2015,842_Chloe I left head_9Sep2015.jpg,1106.jpg,243,138,True,109
left,,Jan2004,1223_Eli left_Jan2004.jpg,1107.jpg,148,50,True,35
left,,Jan2003,35_Malak left_Jan2003.jpg,1108.jpg,100,2,True,1
left,,Jul2005,2246_Kimball left_Jul2005.jpg,1109.jpg,156,59,True,42
left,,Feb2011,1319_Etta III leftside_Feb2011.jpg,1110.jpg,0,0,True,0
left,,Jan2010,1945_Jayme left side_Jan2010.jpg,1111.jpg,253,144,True,114
left,,20Jan2015,1411_Finean left side_20Jan2015.jpg,1113.jpg,115,17,True,12
right,,2Jun2005,1229_Elma II right_2Jun2005.jpg,1114.jpg,393,245,True,195
right,,May2003,992_Cybele I right_May2003.jpg,1116.jpg,461,304,True,247
right,,Mar2003,3483_Primrose right_Mar2003.jpg,1117.jpg,487,328,True,268
right,,Oct2004,311_Anise I right 2_Oct2004.jpg,1118.jpg,475,317,True,259
left,,Feb2011,373_Ariel II left head_Feb2011.jpg,1119.jpg,181,83,True,62
right,,May2006,1772_Hortense  I right_May2006.jpg,1121.jpg,454,298,False,-1
right,,,866_Clarice I right 2Dec2002.jpg,1122.jpg,535,369,True,295
left,,2Jan2015,3898_STE I left head_2Jan2015.jpg,1123.jpg,200,102,True,77
